home_team,away_team,home_score,away_score,date,year,week,home_spread,home_games_played,home_first_downs,home_rush_attempts,home_rushing_yards,home_rushing_touchdowns,home_pass_completions,home_pass_attempts,home_passing_yards,home_passing_touchdowns,home_interceptions_thrown,home_times_sacked,home_sacked_yards,home_net_passing_yards,home_total_yards,home_fumbles,home_fumbles_lost,home_turnovers,home_penalties,home_penalty_yards,home_third_down_conversions,home_third_downs,home_fourth_down_conversions,home_fourth_downs,home_time_of_possession,home_yards_allowed,home_interceptions,home_fumbles_forced,home_fumbles_recovered,home_turnovers_forced,home_sacks,home_sack_yards_forced,away_games_played,away_first_downs,away_rush_attempts,away_rushing_yards,away_rushing_touchdowns,away_pass_completions,away_pass_attempts,away_passing_yards,away_passing_touchdowns,away_interceptions_thrown,away_times_sacked,away_sacked_yards,away_net_passing_yards,away_total_yards,away_fumbles,away_fumbles_lost,away_turnovers,away_penalties,away_penalty_yards,away_third_down_conversions,away_third_downs,away_fourth_down_conversions,away_fourth_downs,away_time_of_possession,away_yards_allowed,away_interceptions,away_fumbles_forced,away_fumbles_recovered,away_turnovers_forced,away_sacks,away_sack_yards_forced
Cowboys,Giants,45,35,9/9/2007,2007,1,-6,0,21,30,142,2,15,24,345,4,1,1,9,336,478,1,1,2,7,55,6,11,2,2,1677,438,1,1,0,1,1,5,0,22,22,124,0,29,44,319,4,1,1,5,314,438,1,0,1,4,45,7,14,0,2,1923,478,1,1,1,2,1,9
Jaguars,Titans,10,13,9/9/2007,2007,1,-7,0,13,17,75,0,17,30,204,1,0,3,7,197,272,1,1,1,4,45,5,12,0,1,1385,350,1,3,1,2,2,10,0,22,49,282,1,11,18,78,0,1,2,10,68,350,3,1,2,4,29,6,12,0,1,2215,272,0,1,1,1,3,7
Bills,Broncos,14,15,9/9/2007,2007,1,3,0,13,26,112,1,14,21,97,0,1,2,25,72,184,1,0,1,5,40,3,11,1,1,1608,470,1,1,0,1,1,5,0,23,32,171,0,23,39,304,1,1,1,5,299,470,1,0,1,3,31,4,13,2,2,1992,184,1,1,0,1,2,25
Jets,Patriots,14,38,9/9/2007,2007,1,6.5,0,17,19,60,0,21,31,202,2,0,5,35,167,227,2,0,0,2,20,4,11,0,1,1611,431,0,1,0,0,0,0,0,28,37,134,1,22,28,297,3,0,0,0,297,431,1,0,0,4,16,6,9,0,1,1989,227,0,2,0,0,5,35
49ers,Cardinals,20,17,9/10/2007,2007,1,-3,0,16,22,92,2,15,31,126,0,0,3,24,102,194,2,1,1,6,40,3,12,1,1,1528,261,2,1,0,2,1,2,0,20,38,161,1,14,28,102,1,2,1,2,100,261,1,0,2,10,71,6,15,0,0,2072,194,0,2,1,1,3,24
Bengals,Ravens,27,20,9/10/2007,2007,1,-2.5,0,13,23,55,0,20,32,194,2,0,1,13,181,236,2,2,2,5,41,3,13,0,0,1659,314,2,5,4,6,2,15,0,20,25,107,1,22,40,222,0,2,2,15,207,314,5,4,6,10,86,2,13,1,1,1941,236,0,2,2,2,1,13
Rams,49ers,16,17,9/16/2007,2007,2,-3,1,20,23,61,0,24,41,368,1,0,6,37,331,392,3,3,3,4,34,5,14,0,1,1909,186,0,2,2,2,4,29,1,8,28,89,2,11,17,126,0,0,4,29,97,186,2,2,2,3,21,3,13,1,1,1691,392,0,3,3,3,6,37
Steelers,Bills,26,3,9/16/2007,2007,2,-9.5,1,24,33,184,1,21,34,242,1,1,1,6,236,420,0,0,1,2,9,11,16,0,0,2127,223,0,1,0,0,4,33,1,10,22,102,0,15,25,154,0,0,4,33,121,223,1,0,0,5,55,5,13,0,3,1473,420,1,0,0,1,1,6
Broncos,Raiders,23,20,9/16/2007,2007,2,-9.5,1,26,38,181,1,23,33,269,1,2,2,9,260,441,1,0,2,6,34,9,17,1,1,2322,253,3,3,0,3,4,20,1,11,35,200,0,8,17,73,1,3,4,20,53,253,3,0,3,10,70,6,16,1,1,1830,441,2,1,0,2,2,9
Jaguars,Falcons,13,7,9/16/2007,2007,2,-10,1,17,34,113,0,17,25,272,1,0,4,21,251,364,1,0,0,11,91,5,14,1,3,2055,248,0,0,0,0,7,34,1,13,25,82,1,12,20,200,0,0,7,34,166,248,0,0,0,5,44,7,14,0,0,1545,364,0,1,0,0,4,21
Bears,Chiefs,20,10,9/16/2007,2007,2,-11.5,1,18,29,107,0,20,34,160,1,2,3,28,132,239,2,1,3,5,55,3,13,0,0,1873,281,1,2,1,2,4,19,1,13,24,70,0,23,32,230,1,1,4,19,211,281,2,1,2,9,60,5,16,0,0,1727,239,2,2,1,3,3,28
Patriots,Chargers,38,14,9/16/2007,2007,2,-3.5,1,25,32,144,1,25,31,279,3,1,2,16,263,407,3,1,2,6,67,3,8,1,1,2146,201,2,2,1,3,3,30,1,14,20,52,0,19,30,179,2,2,3,30,149,201,2,1,3,7,75,4,11,1,1,1454,407,1,3,1,2,2,16
Lions,Vikings,20,17,9/16/2007,2007,2,-3,1,29,21,56,0,35,56,393,2,3,4,34,359,415,4,2,5,7,44,4,13,0,0,2010,313,4,2,1,5,2,2,1,17,33,123,1,20,37,192,0,4,2,2,190,313,2,1,5,12,96,8,18,0,0,1955,415,3,4,2,5,4,34
Ravens,Jets,20,13,9/16/2007,2007,2,-9.5,1,17,34,118,0,23,35,185,2,0,0,0,185,303,1,0,0,11,100,8,18,0,1,1865,304,2,1,0,2,4,25,1,18,27,69,0,19,37,260,1,2,4,25,235,304,1,0,2,2,10,8,18,1,1,1735,303,0,1,0,0,0,0
Cardinals,Seahawks,23,20,9/16/2007,2007,2,3,1,20,26,132,1,23,37,299,1,1,0,0,299,431,0,0,1,7,55,6,12,0,0,1926,362,0,2,1,1,1,3,1,18,24,84,1,22,36,281,1,0,1,3,278,362,2,1,1,4,25,4,13,1,1,1674,431,1,0,0,1,0,0
Dolphins,Cowboys,20,37,9/16/2007,2007,2,3.5,1,21,21,61,0,23,40,287,2,4,2,14,273,334,2,1,5,7,57,6,12,0,0,1497,352,0,1,0,0,1,0,1,19,36,166,2,14,29,186,2,0,1,0,186,352,1,0,0,11,101,5,14,1,2,2103,334,4,2,1,5,2,14
Panthers,Texans,21,34,9/16/2007,2007,2,-6.5,1,17,18,66,0,27,41,316,3,1,3,29,287,353,3,2,3,5,35,7,13,0,0,1512,346,0,1,1,1,0,0,1,19,36,119,1,20,28,227,2,0,0,0,227,346,1,1,1,5,40,6,14,1,1,2088,353,1,3,2,3,3,29
Buccaneers,Saints,31,14,9/16/2007,2007,2,4.5,1,14,32,87,2,10,16,243,2,0,0,0,243,330,0,0,0,2,10,5,11,0,0,1612,343,1,3,1,2,2,16,1,19,26,99,1,26,44,260,1,1,2,16,244,343,3,1,2,3,35,8,18,2,4,1988,330,0,0,0,0,0,0
Titans,Colts,20,22,9/16/2007,2007,2,7,1,19,34,141,1,17,27,184,1,0,3,12,172,313,2,2,2,4,40,7,14,0,2,1814,381,1,1,0,1,2,12,1,23,22,81,1,28,42,312,1,1,2,12,300,381,1,0,1,5,44,5,12,0,0,1786,313,0,2,2,2,3,12
Giants,Packers,13,35,9/16/2007,2007,2,-2.5,1,20,16,94,0,20,40,244,1,1,2,13,231,325,2,1,2,6,71,5,12,0,1,1534,368,1,0,0,1,1,1,1,25,29,83,2,29,38,286,3,1,1,1,285,368,0,0,1,8,63,6,11,0,0,2066,325,1,2,1,2,2,13
Browns,Bengals,51,45,9/16/2007,2007,2,7,1,23,30,226,1,20,33,328,5,1,0,0,328,554,2,0,1,6,45,7,13,0,1,1720,531,2,1,1,3,1,7,1,33,26,137,0,33,50,401,6,2,1,7,394,531,1,1,3,3,15,5,11,1,1,1880,554,1,2,0,1,0,0
Eagles,Redskins,12,20,9/17/2007,2007,2,-6.5,1,18,20,114,0,28,46,240,0,0,3,14,226,340,0,0,0,2,15,4,16,2,3,1796,337,1,1,0,1,1,2,1,19,33,130,1,16,29,209,1,1,1,2,207,337,1,0,1,5,25,8,15,0,0,1804,340,0,0,0,0,3,14
Patriots,Bills,38,7,9/23/2007,2007,3,-16.5,2,27,38,177,1,23,29,311,4,0,1,3,308,485,1,1,1,2,20,4,10,1,3,2059,193,1,1,1,2,2,18,2,12,27,110,1,11,21,101,0,1,2,18,83,193,1,1,2,5,30,4,11,0,0,1541,485,0,1,1,1,1,3
Ravens,Cardinals,26,23,9/23/2007,2007,3,-7.5,2,23,30,129,0,28,37,281,1,0,4,29,252,381,1,1,1,5,40,12,18,0,0,2263,364,0,1,1,1,1,8,2,17,14,61,0,24,40,311,2,0,1,8,303,364,1,1,1,6,65,4,12,0,0,1337,381,0,1,1,1,4,29
Raiders,Browns,26,24,9/23/2007,2007,3,-3,2,19,41,186,1,14,26,226,1,0,2,16,210,396,3,2,2,7,55,7,16,1,1,2177,312,2,1,0,2,1,24,2,17,19,88,1,18,37,248,1,2,1,24,224,312,1,0,2,9,64,5,14,1,1,1423,396,0,3,2,2,2,16
Steelers,49ers,37,16,9/23/2007,2007,3,-9.5,2,19,33,205,1,13,20,160,1,0,2,15,145,350,1,1,1,3,13,7,12,0,0,1880,289,1,0,0,1,2,11,2,17,22,91,0,17,35,209,1,1,2,11,198,289,0,0,1,2,10,5,15,0,1,1720,350,0,1,1,1,2,15
Texans,Colts,24,30,9/23/2007,2007,3,6.5,2,16,17,40,1,27,33,236,1,2,3,22,214,254,3,0,2,2,15,5,11,1,1,1742,362,0,1,0,0,1,3,2,18,29,92,2,20,29,273,1,0,1,3,270,362,1,0,0,5,30,8,14,0,0,1858,254,2,3,0,2,3,22
Buccaneers,Rams,24,3,9/23/2007,2007,3,-3.5,2,22,32,182,3,14,22,151,0,0,1,11,140,322,2,1,1,5,40,3,8,0,0,1634,245,3,1,0,3,1,7,2,18,34,136,0,17,26,116,0,3,1,7,109,245,1,0,3,3,25,4,12,1,1,1966,322,0,2,1,1,1,11
Chiefs,Vikings,13,10,9/23/2007,2007,3,-3,2,14,31,50,0,20,29,206,1,0,1,5,201,251,1,1,1,10,61,6,15,0,0,1897,256,0,2,1,1,5,36,2,18,29,123,1,14,29,169,0,0,5,36,133,256,2,1,1,6,45,4,15,0,2,1703,251,0,1,1,1,1,5
Redskins,Giants,17,24,9/23/2007,2007,3,-3.5,2,14,27,82,1,16,34,190,1,0,2,12,178,260,3,1,1,6,37,5,16,1,2,1622,315,2,1,1,3,2,13,2,19,30,96,2,21,36,232,1,2,2,13,219,315,1,1,3,3,15,9,16,0,0,1978,260,0,3,1,1,2,12
Eagles,Lions,56,21,9/23/2007,2007,3,-5.5,2,29,34,173,4,21,26,381,4,0,3,18,363,536,2,2,2,5,35,3,8,0,0,1950,432,1,3,2,3,10,53,2,20,11,39,1,29,46,446,2,1,10,53,393,432,3,2,3,9,65,4,14,0,2,1650,536,0,2,2,2,3,18
Bears,Cowboys,10,34,9/23/2007,2007,3,-3,2,16,23,75,1,15,33,195,0,3,3,31,164,239,3,1,4,5,28,5,12,0,2,1479,431,1,0,0,1,3,29,2,21,25,131,1,22,35,329,2,1,3,29,300,431,0,0,1,12,100,4,13,1,1,2121,239,3,3,1,4,3,31
Broncos,Jaguars,14,23,9/23/2007,2007,3,-3.5,2,11,18,47,1,16,23,222,1,1,1,4,218,265,2,2,3,6,36,4,8,0,2,1278,326,0,2,2,2,3,14,2,21,47,186,1,14,20,154,1,0,3,14,140,326,2,2,2,3,14,8,16,1,1,2322,265,1,2,2,3,1,4
Falcons,Panthers,20,27,9/23/2007,2007,3,4,2,21,19,91,0,31,44,361,2,0,1,10,351,442,2,2,2,10,135,6,13,0,1,1753,313,0,0,0,0,3,27,2,24,36,175,1,13,22,165,2,0,3,27,138,313,0,0,0,3,45,3,10,0,0,1847,442,0,2,2,2,1,10
Seahawks,Bengals,24,21,9/23/2007,2007,3,-3.5,2,19,25,102,0,24,37,248,3,2,2,10,238,340,1,0,2,3,20,5,12,1,1,1598,412,2,2,2,4,2,14,2,24,30,84,1,27,43,342,1,2,2,14,328,412,2,2,4,10,72,11,18,0,0,2002,340,2,1,0,2,2,10
Packers,Chargers,31,24,9/23/2007,2007,3,5.5,2,20,13,42,1,28,45,369,3,0,2,6,363,405,0,0,0,5,38,5,11,0,2,1665,364,1,1,0,1,2,15,2,25,28,73,0,27,36,306,3,1,2,15,291,364,1,0,1,8,70,5,11,0,0,1935,405,0,0,0,0,2,6
Jets,Dolphins,31,28,9/23/2007,2007,3,-3,2,22,38,141,1,15,22,124,2,0,1,9,115,256,0,0,0,5,26,8,13,0,0,1910,424,1,0,0,1,1,6,2,28,23,112,2,23,36,318,1,1,1,6,312,424,0,0,1,9,56,3,9,1,1,1690,256,0,0,0,0,1,9
Saints,Titans,14,31,9/24/2007,2007,3,-4.5,2,18,16,34,2,29,45,225,0,4,1,7,218,252,1,1,5,2,15,7,12,0,1,1614,284,1,1,0,1,0,0,2,19,34,98,1,18,26,186,2,1,0,0,186,284,1,0,1,8,49,5,11,1,1,1986,252,4,1,1,5,1,7
Cowboys,Rams,35,7,9/30/2007,2007,4,-13,3,28,33,171,2,21,33,339,3,1,1,8,331,502,1,0,1,2,10,8,13,0,0,1969,187,1,1,0,1,3,18,3,12,21,62,0,14,30,143,0,1,3,18,125,187,1,0,1,7,50,3,12,0,0,1631,502,1,1,0,1,1,8
Giants,Eagles,16,3,9/30/2007,2007,4,2.5,3,16,27,83,0,14,26,135,1,1,1,6,129,212,0,0,1,4,27,3,11,0,0,1774,190,0,4,1,1,12,62,3,16,23,114,0,15,31,138,0,0,12,62,76,190,4,1,1,15,132,5,16,0,1,1826,212,1,0,0,1,1,6
Chargers,Chiefs,16,30,9/30/2007,2007,4,-12,3,19,24,133,1,21,42,211,0,2,1,11,200,333,2,2,4,4,21,3,12,0,1,1795,390,2,1,0,2,2,20,3,17,28,126,0,17,29,284,2,2,2,20,264,390,1,0,2,4,28,4,11,0,0,1805,333,2,2,2,4,1,11
Cardinals,Steelers,21,14,9/30/2007,2007,4,5.5,3,19,25,86,1,21,35,225,1,0,2,10,215,301,3,2,2,5,30,7,14,1,1,1668,282,2,3,0,2,4,39,3,17,26,77,0,17,32,244,2,2,4,39,205,282,3,0,2,11,72,5,15,1,1,1932,301,0,3,2,2,2,10
49ers,Seahawks,3,23,9/30/2007,2007,4,2,3,9,19,109,0,12,34,128,0,2,6,53,75,184,5,1,3,9,65,2,14,0,1,1430,371,1,0,0,1,2,3,3,17,37,93,0,23,32,281,2,1,2,3,278,371,0,0,1,3,15,5,17,0,0,2170,184,2,5,1,3,6,53
Falcons,Texans,26,16,9/30/2007,2007,4,2.5,3,20,30,90,0,23,29,223,2,0,2,9,214,304,0,0,0,2,20,7,15,0,0,2052,398,0,3,2,2,1,6,3,18,22,87,0,28,40,317,1,0,1,6,311,398,3,2,2,7,78,5,13,1,2,1548,304,0,0,0,0,2,9
Vikings,Packers,16,23,9/30/2007,2007,4,1.5,3,20,21,155,0,21,39,258,1,1,5,31,227,382,2,1,2,7,40,5,15,1,1,1742,384,0,4,2,2,1,6,3,20,20,46,0,32,45,344,2,0,1,6,338,384,4,2,2,6,40,7,14,1,1,1858,382,1,2,1,2,5,31
Bills,Jets,17,14,9/30/2007,2007,4,3.5,3,19,28,86,1,22,28,234,1,1,2,16,218,304,1,1,2,6,38,5,10,1,1,1936,347,2,0,0,2,1,4,3,20,19,60,1,32,39,291,1,2,1,4,287,347,0,0,2,9,66,6,11,1,1,1664,304,1,1,1,2,2,16
Dolphins,Raiders,17,35,9/30/2007,2007,4,-4,3,13,20,141,1,14,25,158,1,2,2,21,137,278,0,0,2,5,34,3,11,2,2,1493,369,0,2,1,1,1,5,3,21,49,299,3,5,12,75,2,0,1,5,70,369,2,1,1,2,15,9,15,2,3,2107,278,2,0,0,2,2,21
Colts,Broncos,38,20,9/30/2007,2007,4,-9.5,3,30,37,226,2,20,27,193,3,0,0,0,193,419,0,0,0,2,10,6,10,0,0,1848,354,1,2,1,2,1,0,3,22,36,223,1,13,21,131,1,1,1,0,131,354,2,1,2,4,32,6,10,0,0,1752,419,0,0,0,0,0,0
Lions,Bears,37,27,9/30/2007,2007,4,2.5,3,19,25,95,1,20,24,247,2,0,6,32,215,310,4,2,2,9,59,2,10,0,0,1777,303,3,5,0,3,6,52,3,22,22,69,0,34,52,286,2,3,6,52,234,303,5,0,3,14,102,7,18,1,1,1823,310,0,4,2,2,6,32
Panthers,Buccaneers,7,20,9/30/2007,2007,4,-3,3,13,23,99,0,19,41,155,1,1,3,18,137,236,2,1,2,7,65,6,18,1,2,1520,365,0,2,1,1,0,0,3,22,42,189,2,15,25,176,0,0,0,0,176,365,2,1,1,1,5,5,13,0,1,2080,236,1,2,1,2,3,18
Browns,Ravens,27,13,9/30/2007,2007,4,4,3,12,30,99,1,10,18,204,2,1,0,0,204,303,1,0,1,6,41,5,12,0,0,1531,418,1,1,1,2,0,0,3,26,20,111,0,34,53,307,1,1,0,0,307,418,1,1,2,7,41,7,14,1,3,2069,303,1,1,0,1,0,0
Bengals,Patriots,13,34,10/1/2007,2007,4,7.5,3,17,15,57,0,21,35,234,1,2,1,8,226,283,0,0,2,8,65,0,7,1,1,1356,404,1,0,0,1,0,0,3,25,34,173,1,25,32,231,3,1,0,0,231,404,0,0,1,3,20,7,12,1,1,2244,283,2,0,0,2,1,8
Steelers,Seahawks,21,0,10/7/2007,2007,5,-5.5,4,19,41,163,2,18,22,206,1,0,3,27,179,342,2,0,0,6,64,8,15,0,0,2445,144,1,0,0,1,3,16,4,8,13,38,0,14,30,122,0,1,3,16,106,144,0,0,1,4,25,4,13,0,0,1155,342,0,2,0,0,3,27
Titans,Falcons,20,13,10/7/2007,2007,5,-8,3,20,32,92,1,20,33,157,0,3,0,0,157,249,2,2,5,6,40,6,13,0,2,1789,198,2,1,0,2,2,16,4,9,22,99,0,18,39,115,0,2,2,16,99,198,1,0,2,8,66,4,18,1,2,1811,249,3,2,2,5,0,0
Redskins,Lions,34,3,10/7/2007,2007,5,-3.5,3,23,35,118,1,23,29,248,2,0,0,0,248,366,5,1,1,4,50,5,12,1,1,2075,144,2,4,0,2,6,30,4,11,19,68,0,16,29,106,0,2,6,30,76,144,4,0,2,4,20,1,10,1,1,1525,366,0,5,1,1,0,0
Saints,Panthers,13,16,10/7/2007,2007,5,-3,3,23,28,89,1,29,47,252,0,2,0,0,252,341,0,0,2,5,35,8,16,2,2,2113,243,1,2,0,1,1,7,4,12,28,88,0,11,19,162,1,1,1,7,155,243,2,0,1,7,59,5,11,0,0,1487,341,2,0,0,2,0,0
Colts,Buccaneers,33,14,10/7/2007,2007,5,-9.5,4,28,40,147,2,29,37,253,2,1,0,0,253,400,0,0,1,2,15,12,16,1,1,2295,177,1,0,0,1,1,5,4,12,12,17,0,21,27,165,2,1,1,5,160,177,0,0,1,3,21,4,9,0,0,1305,400,1,0,0,1,0,0
Packers,Bears,20,27,10/7/2007,2007,5,-3,4,18,22,121,1,29,40,322,1,2,1,4,318,439,3,3,5,12,93,6,14,0,0,1830,285,1,0,0,1,2,11,4,16,33,82,1,15,25,214,2,1,2,11,203,285,0,0,1,6,40,3,14,0,0,1770,439,2,3,3,5,1,4
Giants,Jets,35,24,10/7/2007,2007,5,-3.5,4,21,39,188,2,13,25,186,2,1,0,0,186,374,1,1,2,3,37,5,12,1,1,2025,277,3,0,0,3,1,7,4,16,25,55,0,21,36,229,1,3,1,7,222,277,0,0,3,6,40,9,15,0,1,1575,374,1,1,1,2,0,0
Texans,Dolphins,22,19,10/7/2007,2007,5,-5,4,20,28,74,1,20,34,294,0,1,2,16,278,352,1,1,2,6,67,6,12,1,1,1870,285,1,1,0,1,1,8,4,17,25,137,1,16,29,156,0,1,1,8,148,285,1,0,1,6,50,5,11,0,0,1730,352,1,1,1,2,2,16
49ers,Ravens,7,9,10/7/2007,2007,5,3.5,4,6,19,49,0,12,19,126,1,1,3,12,114,163,1,0,1,4,48,3,12,0,0,1320,315,0,0,0,0,0,0,4,19,33,101,0,29,43,214,0,0,0,0,214,315,0,0,0,7,40,7,19,1,1,2280,163,1,1,0,1,3,12
Chiefs,Jaguars,7,17,10/7/2007,2007,5,2,4,14,10,10,0,25,43,279,1,1,3,18,261,271,1,0,1,3,25,4,14,2,2,1397,357,0,0,0,0,4,17,3,20,35,156,1,20,27,218,1,0,4,17,201,357,0,0,0,5,30,8,15,0,1,2203,271,1,1,0,1,3,18
Broncos,Chargers,3,41,10/7/2007,2007,5,-1,4,17,20,72,0,23,36,232,0,1,1,8,224,296,3,2,3,3,18,6,13,0,3,1627,484,0,0,0,0,0,0,4,20,37,214,2,13,18,270,2,0,0,0,270,484,0,0,0,6,45,6,10,0,0,1973,296,1,3,2,3,1,8
Patriots,Browns,34,17,10/7/2007,2007,5,-16,4,23,32,147,0,22,38,265,3,0,0,0,265,412,0,0,0,6,52,2,12,1,2,1947,353,3,1,1,4,3,26,4,22,21,92,0,22,43,287,2,3,3,26,261,353,1,1,4,7,40,3,11,0,1,1653,412,0,0,0,0,0,0
Rams,Cardinals,31,34,10/7/2007,2007,5,3.5,4,24,23,123,0,24,43,262,3,3,2,10,252,375,0,0,3,9,86,5,13,0,0,1749,383,2,2,0,2,1,9,4,24,31,102,1,21,41,290,1,2,1,9,281,383,2,0,2,11,98,5,13,1,1,1851,375,3,0,0,3,2,10
Bills,Cowboys,24,25,10/8/2007,2007,5,10,4,14,24,81,0,23,31,176,0,1,3,28,148,229,1,0,1,5,49,3,13,1,2,1951,385,5,2,1,6,0,0,4,24,22,76,0,29,50,309,2,5,0,0,309,385,2,1,6,5,31,9,15,0,0,1649,229,1,1,0,1,3,28
Cardinals,Panthers,10,25,10/14/2007,2007,6,-5,5,10,25,96,1,14,26,180,0,3,2,21,159,255,4,2,5,11,101,5,13,0,0,1733,374,0,0,0,0,2,13,5,14,30,181,1,20,33,206,1,0,2,13,193,374,0,0,0,9,65,6,18,0,0,1867,255,3,4,2,5,2,21
Ravens,Rams,22,3,10/14/2007,2007,6,-9,5,14,31,77,1,18,30,184,0,1,2,13,171,248,2,1,2,6,40,5,15,0,0,1853,264,5,1,1,6,4,11,5,14,27,67,0,19,36,208,0,5,4,11,197,264,1,1,6,7,63,5,14,1,3,1747,248,1,2,1,2,2,13
Bears,Vikings,31,34,10/14/2007,2007,6,-5,5,20,24,83,0,26,45,381,3,2,1,6,375,458,2,2,4,4,28,6,15,0,1,1721,444,0,1,0,0,1,3,4,16,43,311,3,9,23,136,1,0,1,3,133,444,1,0,0,2,10,5,16,0,0,1879,458,2,2,2,4,1,6
Chargers,Raiders,28,14,10/14/2007,2007,6,-9.5,5,18,32,206,4,14,21,156,0,1,0,0,156,362,0,0,1,6,40,6,12,0,0,1728,245,2,2,1,3,5,27,4,18,24,43,0,24,37,229,1,2,5,27,202,245,2,1,3,8,68,5,14,2,3,1872,362,1,0,0,1,0,0
Packers,Redskins,17,14,10/14/2007,2007,6,-3,5,13,20,56,1,19,37,188,0,2,2,19,169,225,4,0,2,4,35,3,13,0,0,1632,304,1,4,2,3,3,7,4,18,29,94,1,21,37,217,1,1,3,7,210,304,4,2,3,7,53,3,14,0,2,1968,225,2,4,0,2,2,19
Buccaneers,Titans,13,10,10/14/2007,2007,6,-3,5,13,15,30,0,20,31,274,1,0,0,0,274,304,1,1,1,4,25,4,11,0,0,1343,317,1,2,2,3,3,24,4,20,33,96,1,21,34,245,0,1,3,24,221,317,2,2,3,8,49,9,16,0,0,2257,304,0,1,1,1,0,0
